domain,text,label
keeplinks.eu,name_servers: barbara.ns.cloudflare.com; domain_name: keeplinks.eu,safe
nbk.com,"emails: abuse@web.com; name_servers: NS3.NBK.COM; creation_date: 1996-02-10T05:00:00; dnssec: unsigned; domain_name: NBK.COM; expiration_date: 2028-02-11T05:00:00; name_servers : NS4.NBK.COM; registrar: Network Solutions, LLC.; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2018-02-12T00:57:11; whois_server: whois.networksolutions.com",safe
nextavenue.org,"emails: mtarose@tpt.org; name: TWIN CITIES PUBLIC TELEVISION, INC.; name_servers: OWEN.NS.CLOUDFLARE.COM; org: TWIN CITIES PUBLIC TELEVISION, INC.; address: 172 4TH ST E; city: SAINT PAUL; country: US; creation_date: 2009-09-08T22:00:06; dnssec: unsigned; domain_name: NEXTAVENUE.ORG; expiration_date: 2019-09-08T22:00:06; name_servers : DELL.NS.CLOUDFLARE.COM; registrar: Network Solutions, LLC; state: MN; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2016-03-04T16:12:22; zipcode: 55101-1492",safe
palmettostatearmory.com,"emails: palmettostatearmory.com@protecteddomainservices.com; name: Whois Agent; name_servers: DNS1.STABLETRANSIT.COM; org: Domain Protection Services, Inc.; address: PO Box 1769; city: Denver; country: US; creation_date: 2008-02-05T23:13:07; dnssec: unsigned; dnssec : unSigned; domain_name: PALMETTOSTATEARMORY.COM; emails : abuse@domainsite.com; expiration_date: 2019-02-05T23:13:07; name_servers : DNS2.STABLETRANSIT.COM; name_servers : dns1.stabletransit.com; name_servers : dns2.stabletransit.com; registrar: DomainSite, Inc.; state: CO; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited; updated_date: 2013-02-06T15:44:37; whois_server: whois.domainsite.com; zipcode: 80201",safe
airtel.in,emails: domains.admin@bharti.in; name: Nupur Khanna; name_servers: AAADEL.MANTRAONLINE.COM; org: Bharti Airtel Limited; city: New Delhi; country: IN; dnssec: Unsigned; domain_name: AIRTEL.IN; expiration_date: 2024-01-06T03:10:05; name_servers : DNSDEL.MANTRAONLINE.COM; registrar: Net4India (R7-AFIN); state: DL; status: CLIENT TRANSFER PROHIBITED; zipcode: 110070,safe
dramabeans.com,"emails: abuse@godaddy.com; name: Registration Private; name_servers: BRIANNA.NS.CLOUDFLARE.COM; org: Domains By Proxy, LLC; address: DomainsByProxy.com; address : 14455 N. Hayden Road; city: Scottsdale; country: US; creation_date: 2007-06-26T09:04:15; dnssec: unsigned; domain_name: DRAMABEANS.COM; emails : DRAMABEANS.COM@domainsbyproxy.com; expiration_date: 2019-06-26T09:04:15; name_servers : GABE.NS.CLOUDFLARE.COM; registrar: GoDaddy.com, LLC; state: Arizona; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientRenewProhibited https://icann.org/epp#clientRenewProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited; status : clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited; status : clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited; updated_date: 2018-06-23T22:20:06; updated_date : 2018-06-23T22:20:04; whois_server: whois.godaddy.com; zipcode: 85260",safe
myadvertisingpays.com,"emails: abuse@godaddy.com; name: Registration Private; name_servers: DAISY.NS.CLOUDFLARE.COM; org: Domains By Proxy, LLC; address: DomainsByProxy.com; address : 14455 N. Hayden Road; city: Scottsdale; country: US; creation_date: 2013-06-29T01:04:26; dnssec: unsigned; domain_name: MYADVERTISINGPAYS.COM; emails : MYADVERTISINGPAYS.COM@domainsbyproxy.com; expiration_date: 2019-06-29T01:04:26; name_servers : TREY.NS.CLOUDFLARE.COM; registrar: GoDaddy.com, LLC; state: Arizona; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientRenewProhibited https://icann.org/epp#clientRenewProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited; status : clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited; status : clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited; updated_date: 2016-06-29T11:41:02; updated_date : 2016-06-29T11:41:00; whois_server: whois.godaddy.com; zipcode: 85260",safe
thinkphp.cn,emails: thinkphp@qq.com; name_servers: f1g1ns1.dnspod.net; creation_date: 2006-12-31T12:08:11; dnssec: unsigned; domain_name: thinkphp.cn; expiration_date: 2019-12-31T12:08:11; name_servers : f1g1ns2.dnspod.net; registrar: 北京新网数码信息技术有限公司; status: ok,safe
oanda.com,"emails: abuse@web.com; name_servers: A1-147.AKAM.NET; creation_date: 1996-08-04T04:00:00; dnssec: unsigned; domain_name: OANDA.COM; expiration_date: 2018-08-03T04:00:00; name_servers : A11-64.AKAM.NET; name_servers : A12-65.AKAM.NET; name_servers : A2-66.AKAM.NET; name_servers : A22-67.AKAM.NET; name_servers : A9-64.AKAM.NET; registrar: Network Solutions, LLC.; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2017-07-26T13:13:57; whois_server: whois.networksolutions.com",safe
popped.biz,"name_servers: DNS101.REGISTRAR-SERVERS.COM; admin_address1: 1400 W. OLYMPIC BLVD, SUITE 200; admin_city: LOS ANGELES; admin_country: United States; admin_country_code: US; admin_email: reactivation-pending@namecheap.com; admin_id: YEBSUZP2WCAVMEXE; admin_name: REACTIVATION PERIOD; admin_phone_number: +1.6613102107; admin_postal_code: 90064; admin_state_province: CA; billing_address1: 1400 W. OLYMPIC BLVD, SUITE 200; billing_city: LOS ANGELES; billing_country: United States; billing_country_code: US; billing_email: reactivation-pending@namecheap.com; billing_id: BEUU45XV1BRIR25V; billing_name: REACTIVATION PERIOD; billing_phone_number: +1.6613102107; billing_postal_code: 90064; billing_state_province: CA; created_by_registrar: NAMECHEAP, INC.; creation_date: 2015-06-21T04:10:56; domain__id: D65241070-BIZ; domain_name: POPPED.BIZ; expiration_date: 2017-06-20T23:59:59; last_updated_by_registrar: NAMECHEAP, INC.; name_servers : DNS102.REGISTRAR-SERVERS.COM; registrant_address1: 11400 W. OLYMPIC BLVD, SUITE 200; registrant_city: LOS ANGELES; registrant_country: United States; registrant_country_code: US; registrant_email: reactivation-pending@namecheap.com; registrant_id: N2EV1UCKSIXVIVS1; registrant_name: REACTIVATION  PERIOD; registrant_phone_number: +1.6613102107; registrant_postal_code: 90064; registrant_state_province: CA; registrar: NAMECHEAP, INC.; registrar_id: 1068; registrar_url: http://www.namecheap.com; status: clientTransferProhibited; tech_address1: 1400 W. OLYMPIC BLVD, SUITE 200; tech_city: LOS ANGELES; tech_country: United States; tech_country_code: US; tech_email: reactivation-pending@namecheap.com; tech_id: 5HUVY2KZITDT52VC; tech_name: REACTIVATION PERIOD; tech_phone_number: +1.6613102107; tech_postal_code: 90064; tech_state_province: CA; updated_date: 2017-06-21T01:24:35",safe
lingvolive.ru,"name_servers: ns1-02.azure-dns.com.; org: OBShchESTVO S OGRANIChENNOY OTVETSTVENNOSTU KONTENT II; creation_date: 2014-04-18T09:40:38; domain_name: LINGVOLIVE.RU; expiration_date: 2023-04-18T10:40:38; name_servers : ns2-02.azure-dns.net.; name_servers : ns3-02.azure-dns.org.; name_servers : ns4-02.azure-dns.info.; registrar: RU-CENTER-RU; status: REGISTERED, DELEGATED, VERIFIED",safe
null24.net,emails: abuse@key-systems.net; name: REDACTED FOR PRIVACY; name_servers: NS1.COMMONMX.COM; org: REDACTED FOR PRIVACY; address: REDACTED FOR PRIVACY; city: REDACTED FOR PRIVACY; country: SC; creation_date: 2016-02-12T21:35:55; dnssec: unsigned; domain_name: NULL24.NET; domain_name : null24.net; emails : abusereport@key-systems.net; emails : info@domain-contact.org; expiration_date: 2025-02-12T21:35:55; name_servers : NS2.COMMONMX.COM; name_servers : ns1.commonmx.com; name_servers : ns2.commonmx.com; registrar: Key-Systems GmbH; state: Mahe; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2024-02-13T08:44:56; updated_date : 2024-03-19T02:14:15; whois_server: whois.rrpproxy.net; zipcode: REDACTED FOR PRIVACY,safe
youngchina.cn,emails: landyliao@gmail.com; name: 廖文亮; name_servers: n17.ns.yunjiasu.com; creation_date: 2008-06-25T04:26:34; dnssec: unsigned; domain_name: youngchina.cn; expiration_date: 2021-06-25T04:26:34; name_servers : n3007.ns.yunjiasu.com; registrar: 厦门易名科技股份有限公司; status: clientTransferProhibited,safe
beebom.com,"emails: abuse@godaddy.com; name: Registration Private; name_servers: JILL.NS.CLOUDFLARE.COM; org: Domains By Proxy, LLC; address: DomainsByProxy.com; address : 14455 N. Hayden Road; city: Scottsdale; country: US; creation_date: 2011-08-20T19:16:58; dnssec: unsigned; domain_name: BEEBOM.COM; emails : BEEBOM.COM@domainsbyproxy.com; expiration_date: 2022-08-20T19:16:58; name_servers : RODNEY.NS.CLOUDFLARE.COM; registrar: GoDaddy.com, LLC; state: Arizona; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientRenewProhibited https://icann.org/epp#clientRenewProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited; status : clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited; status : clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited; updated_date: 2018-12-03T06:46:59; updated_date : 2017-06-27T05:37:24; whois_server: whois.godaddy.com; zipcode: 85260",safe
moneris.com,name_servers: NS1-AUTH.Q9.COM; creation_date: 2000-08-09T15:19:13; dnssec: unsigned; domain_name: MONERIS.COM; expiration_date: 2022-08-09T15:19:13; name_servers : NS2-AUTH.Q9.COM; name_servers : NS3-AUTH.Q9.COM; name_servers : NS4-AUTH.Q9.COM; registrar: Tucows Domains Inc.; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; updated_date: 2015-08-08T06:58:49; whois_server: whois.tucows.com,safe
fnacspectacles.com,"emails: abuse@ascio.com; name: Eric RAVY; name_servers: NS13.ZONEEDIT.COM; org: FNAC; address: 67, boulevard du General Leclerc; city: CLICHY; country: FR; creation_date: 2004-11-25T00:00:00; creation_date : 2004-11-25T05:12:28; dnssec: unsigned; domain_name: FNACSPECTACLES.COM; domain_name : fnacspectacles.com; emails : eric.ravy@fnac.tm.fr; emails : contact@elex-conseil.com; emails : noc@fnac.com; expiration_date: 2017-11-25T00:00:00; expiration_date : 2017-11-25T10:12:28; name_servers : NS6.ZONEEDIT.CO.UK; name_servers : NS8.ZONEEDIT.COM; name_servers : ns6.zoneedit.co.uk; name_servers : ns13.zoneedit.com; name_servers : ns8.zoneedit.com; referral_url: http://www.ascio.com; registrar: Ascio Technologies, Inc; status: ok https://icann.org/epp#ok; status : OK; updated_date: 2016-10-29T00:00:00; updated_date : 2016-10-29T22:32:16; whois_server: whois.ascio.com; zipcode: 92110",safe
taojindi.com,"emails: abuse@dnspod.com; name: REDACTED FOR PRIVACY; name_servers: FILE.DNSPOD.NET; org: REDACTED FOR PRIVACY; address: REDACTED FOR PRIVACY; city: REDACTED FOR PRIVACY; country: CN; creation_date: 2011-06-02T18:59:53; dnssec: unsigned; domain_name: TAOJINDI.COM; domain_name : taojindi.com; expiration_date: 2026-06-02T18:59:53; name_servers : RESIN.DNSPOD.NET; name_servers : resin.dnspod.net; name_servers : file.dnspod.net; registrar: DNSPod, Inc.; status: ok https://icann.org/epp#ok; status : ok https://www.icann.org/epp#ok; updated_date: 2021-08-24T02:45:46; updated_date : 2021-08-24T10:45:46; whois_server: whois.dnspod.com; zipcode: REDACTED FOR PRIVACY",safe
health-100.cn,emails: chenjf@health-100.cn; name_servers: dns10.hichina.com; dnssec: unsigned; domain_name: health-100.cn; name_servers : dns9.hichina.com; registrar: 阿里云计算有限公司（万网）; status: ok,safe
alaan.tv,"emails: abuse@godaddy.com; name: Alaa Abou Khier; name_servers: NS-1154.AWSDNS-16.ORG; org: Tower Media Middle East FZ LLC (Al Aan TV); creation_date: 2005-08-31T09:47:21; dnssec: unsigned; domain_name: ALAAN.TV; expiration_date: 2023-08-31T09:47:21; name_servers : NS-1896.AWSDNS-45.CO.UK; name_servers : NS-449.AWSDNS-56.COM; name_servers : NS-613.AWSDNS-12.NET; registrar: GODADDY.COM, LLC; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientRenewProhibited https://icann.org/epp#clientRenewProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; updated_date: 2014-08-21T18:08:58; whois_server: whois.godaddy.com",safe
quadratec.com,"emails: abuse@web.com; name_servers: DAVE.NS.CLOUDFLARE.COM; creation_date: 1996-05-20T04:00:00; dnssec: unsigned; domain_name: QUADRATEC.COM; expiration_date: 2028-05-21T04:00:00; name_servers : DONNA.NS.CLOUDFLARE.COM; registrar: Network Solutions, LLC.; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2018-05-22T01:22:36; whois_server: whois.networksolutions.com",safe
sq.cn,emails: kf@le.cn; name: 深圳市微联科技服务有限公司; name_servers: ns4.dns.com; creation_date: 2003-03-10T19:17:42; dnssec: unsigned; domain_name: sq.cn; expiration_date: 2028-12-28T17:49:02; name_servers : ns3.dns.com; registrar: 厦门易名科技股份有限公司; status: clientTransferProhibited,safe
ttmn.com,"emails: DomainAbuse@service.aliyun.com; name_servers: DNS21.HICHINA.COM; creation_date: 2003-05-07T02:35:13; dnssec: unsigned; domain_name: TTMN.COM; expiration_date: 2022-05-07T02:35:13; name_servers : DNS22.HICHINA.COM; registrar: Alibaba Cloud Computing (Beijing) Co., Ltd.; status: ok https://icann.org/epp#ok; updated_date: 2020-04-07T02:56:38; whois_server: grs-whois.hichina.com",safe
jplovetv.com,"emails: abuse@godaddy.com; name: Registration Private; name_servers: NS13.DOMAINCONTROL.COM; org: Domains By Proxy, LLC; address: DomainsByProxy.com; address : 14455 N. Hayden Road; city: Scottsdale; country: US; creation_date: 2012-08-10T03:28:15; dnssec: unsigned; domain_name: JPLOVETV.COM; emails : JPLOVETV.COM@domainsbyproxy.com; expiration_date: 2019-08-10T03:28:15; name_servers : NS14.DOMAINCONTROL.COM; registrar: GoDaddy.com, LLC; state: Arizona; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientRenewProhibited https://icann.org/epp#clientRenewProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited; status : clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited; status : clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited; updated_date: 2018-08-03T03:28:17; updated_date : 2018-08-03T03:28:15; whois_server: whois.godaddy.com; zipcode: 85260",safe
somtoday.nl,name_servers: nsauth1.introweb.nl; dnssec: yes; domain_name: somtoday.nl; name_servers : nsauth2.introweb.nl; name_servers : nsauth3.introweb.net; registrar: Previder B.V.; registrar_address: Expolaan 50; registrar_city: HENGELO OV; registrar_country: Netherlands; registrar_zip_code: 7556BE; status: active,safe
torrentunblock.com,"emails: abuse@namecheap.com; name_servers: EVA.NS.CLOUDFLARE.COM; creation_date: 2014-11-14T09:40:35; dnssec: unsigned; domain_name: TORRENTUNBLOCK.COM; expiration_date: 2022-11-14T09:40:35; name_servers : PAUL.NS.CLOUDFLARE.COM; registrar: NameCheap, Inc.; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2021-10-15T07:55:27; whois_server: whois.namecheap.com",safe
zhicom.cn,emails: vh12456@outlook.com; name: 梁兴亮; name_servers: now2.dns.com; creation_date: 2024-06-17T05:21:42; dnssec: unsigned; domain_name: zhicom.cn; expiration_date: 2025-06-17T05:21:42; name_servers : now1.dns.com; registrar: 河北识道网络科技有限公司; status: clientDeleteProhibited; status : clientTransferProhibited,safe
73vv.com,emails: ZYS@GNAME.COM; name_servers: NS1.4.CN; creation_date: 2024-01-11T19:33:09; dnssec: unsigned; domain_name: 73VV.COM; expiration_date: 2025-01-11T19:33:09; name_servers : NS2.4.CN; registrar: Gname 075 Inc; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2024-01-18T13:48:43; whois_server: www.gname.com/whois,safe
mail.ru,"name_servers: ns1.mail.ru. 217.69.139.112; org: MGL Mail.ru Internet Assets Limited; creation_date: 1997-09-27T14:33:26; domain_name: MAIL.RU; expiration_date: 2017-09-30T21:00:00; name_servers : ns2.mail.ru. 94.100.180.138; name_servers : ns3.mail.ru. 185.30.176.202; registrar: RU-CENTER-RU; status: REGISTERED, DELEGATED, VERIFIED",safe
zongheng.com,"emails: abuse@ename.com; name: he jian qiu; name_servers: NS3.DNSV4.COM; org: beijhuanxiangzonghengwangluojishuyouxianggongsi; address: you se jin shu yan jiu suo; city: bei jing; country: CN; creation_date: 2003-06-10T00:00:00; creation_date : 2003-06-10T04:52:33; dnssec: unsigned; domain_name: ZONGHENG.COM; domain_name : zongheng.com; emails : wodeyouxiang0727@163.com; expiration_date: 2026-06-10T00:00:00; expiration_date : 2026-06-10T04:52:33; name_servers : NS4.DNSV4.COM; name_servers : ns3.dnsv4.com; name_servers : ns4.dnsv4.com; referral_url: http://www.ename.net; registrar: eName Technology Co.,Ltd.; state: bei jing; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientDeleteProhibited https://www.icann.org/epp#clientDeleteProhibited; status : clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited; updated_date: 2017-02-27T00:00:00; updated_date : 2017-02-27T05:45:14; whois_server: whois.ename.com; zipcode: 100000",safe
omegle.com,emails: abuse@support.gandi.net; name: Leif K-Brooks; name_servers: GENE.NS.CLOUDFLARE.COM; org: Omegle.com LLC; address: C/O NW Registered Agent; city: Spokane; country: US; creation_date: 2008-07-26T00:00:00; creation_date : 2008-07-26T18:04:32; dnssec: Unsigned; domain_name: OMEGLE.COM; domain_name : omegle.com; emails : leif@omegle.com; expiration_date: 2020-07-26T00:00:00; expiration_date : 2020-07-26T18:04:32; name_servers : SIMON.NS.CLOUDFLARE.COM; referral_url: http://www.gandi.net; registrar: GANDI SAS; state: Washington; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; updated_date: 2014-09-02T00:00:00; updated_date : 2015-08-26T22:40:40; whois_server: whois.gandi.net; zipcode: 99201,safe
sarahanews.net,emails: abuse@vautron.de; name_servers: NS1.CONTABO.NET; country: JO; creation_date: 2015-03-09T18:45:26; dnssec: unsigned; domain_name: SARAHANEWS.NET; domain_name : sarahanews.net; emails : abolqceodt@domprivacy.de; emails : a4o7tygxoo@domprivacy.de; expiration_date: 2023-03-09T18:45:26; expiration_date : 2023-03-09T00:00:00; name_servers : NS2.CONTABO.NET; name_servers : NS3.CONTABO.NET; name_servers : ns1.contabo.net; name_servers : ns3.contabo.net; name_servers : ns2.contabo.net; registrar: Vautron Rechenzentrum AG; status: ok https://icann.org/epp#ok; updated_date: 2022-04-02T18:45:14; updated_date : 2022-04-02T20:45:14; whois_server: whois.antagus.de,safe
httrack.com,"emails: abuse@support.gandi.net; name: Xavier ROCHE; name_servers: NS.HTTRACK.COM; address: 41, rue Buffon; city: Paris; country: FR; creation_date: 2000-06-25T00:00:00; creation_date : 2000-06-25T11:39:19; dnssec: signedDelegation; domain_name: HTTRACK.COM; domain_name : httrack.com; emails : 1aadfde468a0bd4d474917d70ea443f3-20073@contact.gandi.net; expiration_date: 2025-06-25T00:00:00; expiration_date : 2025-06-25T15:39:19; name_servers : NS6.GANDI.NET; name_servers : NSSEC.ONLINE.NET; referral_url: http://www.gandi.net; registrar: GANDI SAS; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; updated_date: 2017-01-11T00:00:00; updated_date : 2017-01-09T20:05:42; whois_server: whois.gandi.net; zipcode: 75005",safe
sgizmo.com,"emails: abuse@web.com; name: PERFECT PRIVACY, LLC; name_servers: DINA.NS.CLOUDFLARE.COM; address: 12808 Gran Bay Pkwy West; city: Jacksonville; country: US; creation_date: 2005-05-24T00:00:00; creation_date : 2005-05-24T17:23:04; dnssec: Unsigned; domain_name: SGIZMO.COM; domain_name : sgizmo.com; emails : 5e5faf850a28fd0a51e3e96168871989@domaindiscreet.com; emails : 5e5faf810a28fd0a5f8909545a094656@domaindiscreet.com; emails : 5e5faf860a28fd0a7d3570ae44eb3b9e@domaindiscreet.com; expiration_date: 2020-05-24T00:00:00; expiration_date : 2020-05-24T17:23:04; name_servers : JACK.NS.CLOUDFLARE.COM; name_servers : jack.ns.cloudflare.com; name_servers : dina.ns.cloudflare.com; referral_url: http://www.register.com; registrar: Register.com, Inc.; state: FL; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited http://icann.org/epp#clientTransferProhibited; updated_date: 2017-05-01T00:00:00; updated_date : 2005-05-24T17:23:04; whois_server: whois.register.com; zipcode: 32258",safe
lenscrafters.com,"emails: domainabuse@cscglobal.com; name: The United States Shoe Corporation; name_servers: AUTH40.NS.UU.NET; org: The United States Shoe Corporation; address: 4000 Luxottica Place; city: Mason; country: US; creation_date: 1995-06-08T00:00:00; creation_date : 1995-06-07T04:00:00; dnssec: unsigned; domain_name: LENSCRAFTERS.COM; domain_name : lenscrafters.com; emails : domadmin@luxotticaretail.com; emails : DomAdmin@luxotticaretail.com; emails : techadmin@luxotticaretail.com; expiration_date: 2018-06-07T00:00:00; expiration_date : 2018-06-07T04:00:00; name_servers : AUTH62.NS.UU.NET; name_servers : auth40.ns.uu.net; name_servers : auth62.ns.uu.net; referral_url: http://www.cscglobal.com/global/web/csc/digital-brand-services.html; registrar: CSC CORPORATE DOMAINS, INC.; state: OH; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; updated_date: 2017-06-03T00:00:00; updated_date : 2017-06-03T05:06:38; whois_server: whois.corporatedomains.com; zipcode: 45040",safe
megabox.co.kr,"name_servers: ns.joins.com; admin_email: lee.juho@joins.com; admin_name: Joins Corporation; admin_phone: 02-2031-1714; creation_date: 1999-12-31T00:00:00; domain_name: megabox.co.kr; expiration_date: 2021-12-31T00:00:00; name_servers : ns2.joins.com; registrant_address: 3F, J Bldg., 100, Seosomun-ro, Jung-gu, Seoul; registrant_name: MEGABOX; registrant_zip: 04513; registrar: Whois Global Network Corp.(http://whois.co.kr); updated_date: 2019-12-10T00:00:00",safe
misionesonline.net,"name_servers: DNS1.EASYDNS.COM; creation_date: 2002-04-24T00:00:00; domain_name: MISIONESONLINE.NET; expiration_date: 2022-04-24T00:00:00; name_servers : DNS2.EASYDNS.NET; name_servers : DNS3.EASYDNS.ORG; referral_url: http://www.easydns.com; registrar: EASYDNS TECHNOLOGIES, INC.; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; updated_date: 2015-08-10T00:00:00; whois_server: whois.easydns.com",safe
carlosjeurissen.com,emails: sfhulrc9xr33ult@proxy.dreamhost.com; name: Proxy Protection LLC; name_servers: NS1.DREAMHOST.COM; org: Proxy Protection LLC; address: 417 Associated Rd #324; address : C/O carlosjeurissen.com; city: Brea; country: US; creation_date: 2013-02-09T18:52:41; creation_date : 2013-02-09T18:52:00; dnssec: unsigned; domain_name: CARLOSJEURISSEN.COM; domain_name : carlosjeurissen.com; emails : DOMAIN-ABUSE@DREAMHOST.COM; expiration_date: 2020-02-09T18:52:41; expiration_date : 2020-02-09T18:52:00; name_servers : NS2.DREAMHOST.COM; name_servers : NS3.DREAMHOST.COM; registrar: DREAMHOST; state: CA; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited; updated_date: 2018-12-22T18:24:37; whois_server: WHOIS.DREAMHOST.COM; zipcode: 92821,safe
ozar.com,"name: Registration Private; name_servers: NS1.HE.NET; org: Domains By Proxy, LLC; creation_date: 1997-03-22T00:00:00; dnssec: unsigned; domain_name: OZAR.COM; domain_name : ozar.com; expiration_date: 2018-03-23T00:00:00; name_servers : NS2.HE.NET; name_servers : NS3.HE.NET; name_servers : NS4.HE.NET; name_servers : NS5.HE.NET; referral_url: http://www.godaddy.com; registrar: GODADDY.COM, LLC; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientRenewProhibited https://icann.org/epp#clientRenewProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; updated_date: 2017-03-01T00:00:00; whois_server: whois.godaddy.com",safe
trinixy.ru,"name_servers: ns1.trinixy.ru. 185.26.97.142; creation_date: 2006-12-17T21:00:00; domain_name: TRINIXY.RU; expiration_date: 2017-12-17T21:00:00; name_servers : ns2.trinixy.ru. 212.224.113.192; registrar: RU-CENTER-RU; status: REGISTERED, DELEGATED, VERIFIED",safe
feedjit.com,"name: Feedjit Inc; name_servers: NS0.DNSMADEEASY.COM; org: Feedjit Inc; creation_date: 2007-08-12T00:00:00; dnssec: unsigned; domain_name: FEEDJIT.COM; expiration_date: 2022-10-06T00:00:00; name_servers : NS1.DNSMADEEASY.COM; name_servers : NS2.DNSMADEEASY.COM; name_servers : NS3.DNSMADEEASY.COM; name_servers : NS4.DNSMADEEASY.COM; referral_url: http://www.godaddy.com; registrar: GODADDY.COM, LLC; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientRenewProhibited https://icann.org/epp#clientRenewProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; updated_date: 2013-03-19T00:00:00; whois_server: whois.godaddy.com",safe
nosv.org,"emails: abuse@enom.com; name: REDACTED FOR PRIVACY; name_servers: NS-1295.AWSDNS-33.ORG; org: Whois Privacy Protection Service by VALUE-DOMAIN; address: REDACTED FOR PRIVACY; city: REDACTED FOR PRIVACY; country: JP; country : REDACTED FOR PRIVACY; creation_date: 2005-06-04T13:13:47; dnssec: unsigned; domain_name: NOSV.ORG; domain_name : nosv.org; emails : ABUSE@ENOM.COM; expiration_date: 2023-06-04T13:13:47; name_servers : NS-92.AWSDNS-11.COM; name_servers : NS-1652.AWSDNS-14.CO.UK; name_servers : NS-852.AWSDNS-42.NET; org : REDACTED FOR PRIVACY; registrar: ENOM, INC.; state: Osaka; state : REDACTED FOR PRIVACY; status: ok https://icann.org/epp#ok; status : ok https://www.icann.org/epp#ok; updated_date: 2018-07-09T01:34:00; whois_server: WHOIS.ENOM.COM; zipcode: REDACTED FOR PRIVACY",safe
